soc,title,group,group_name,phys_share,ai_tech,robot_tech,barrier,raw_capability,displacement,primary_threat,national_employment,outflow,inflow,net_flow,net_flow_pct
35-9099,Food Preparation & Serving Workers NEC,35,Food Preparation,80,5,31,8,25.8,24,Robotic,80430.0,19303.0,60639.0,41336.0,51.4
37-1011,Supervisors of Janitorial/Housekeeping Workers,37,Building & Grounds,88,5,43,5,38.4,37,Robotic,173890.0,64339.0,38827.0,-25512.0,-14.7
37-1012,Supervisors of Landscaping Workers,37,Building & Grounds,88,5,31,5,27.9,26,Robotic,120260.0,31268.0,53640.0,22373.0,18.6
37-2011,Janitors & Cleaners (Except Maids),37,Building & Grounds,88,5,43,5,38.4,37,Robotic,2195420.0,812305.0,37662.0,-774644.0,-35.3
37-2012,Maids & Housekeeping Cleaners,37,Building & Grounds,88,5,43,5,38.4,37,Robotic,842940.0,311888.0,38441.0,-273447.0,-32.4
37-2019,Building Cleaning Workers NEC,37,Building & Grounds,88,5,31,5,27.9,26,Robotic,12740.0,3312.0,53700.0,50388.0,395.5
37-3011,Landscaping & Groundskeeping Workers,37,Building & Grounds,88,5,41,5,36.7,35,Robotic,927310.0,324558.0,40900.0,-283659.0,-30.6
37-3012,"Pesticide Handlers, Sprayers & Applicators",37,Building & Grounds,88,5,31,5,27.9,26,Robotic,22800.0,5928.0,53695.0,47767.0,209.5
37-3013,Tree Trimmers & Pruners,37,Building & Grounds,88,5,31,5,27.9,26,Robotic,42300.0,10998.0,53684.0,42686.0,100.9
37-3019,Grounds Maintenance Workers NEC,37,Building & Grounds,88,5,31,5,27.9,26,Robotic,9720.0,2527.0,53702.0,51175.0,526.5
39-1013,Supervisors of Personal Service Workers,39,Personal Care & Service,55,15,13,32,13.9,9,Both,24280.0,2185.0,106655.0,104470.0,430.3
39-2011,Animal Trainers,39,Personal Care & Service,55,9,13,32,11.2,8,Robotic,19680.0,1574.0,105119.0,103545.0,526.1
39-2021,Nonfarm Animal Caretakers,39,Personal Care & Service,55,15,13,32,13.9,9,Both,271330.0,24420.0,106597.0,82177.0,30.3
39-3011,Gambling Dealers,39,Personal Care & Service,55,15,13,32,13.9,9,Both,78450.0,7060.0,106643.0,99582.0,126.9
39-3012,Gaming Service Workers NEC,39,Personal Care & Service,55,15,13,32,13.9,9,Both,5870.0,528.0,106660.0,106131.0,1808.0
39-3031,"Ushers, Lobby Attendants & Ticket Takers",39,Personal Care & Service,63,12,16,32,14.5,10,Robotic,116760.0,11676.0,98431.0,86755.0,74.3
39-3091,Amusement & Recreation Attendants,39,Personal Care & Service,63,12,16,32,14.5,10,Robotic,362340.0,36234.0,98365.0,62131.0,17.1
39-3093,"Locker Room, Coatroom & Dressing Room Attendants",39,Personal Care & Service,63,12,26,32,20.8,14,Robotic,14570.0,2040.0,89899.0,87860.0,603.0
39-4011,Embalmers,39,Personal Care & Service,55,15,13,55,13.9,6,Both,2870.0,172.0,113809.0,113637.0,3959.5
39-4012,Crematory Operators,39,Personal Care & Service,55,15,13,32,13.9,9,Both,2440.0,220.0,106661.0,106441.0,4362.3
39-4021,Funeral Attendants,39,Personal Care & Service,63,12,16,55,14.5,7,Robotic,30810.0,2157.0,105129.0,102973.0,334.2
39-4031,"Morticians, Undertakers & Funeral Directors",39,Personal Care & Service,55,15,13,55,13.9,6,Both,25540.0,1532.0,113805.0,112273.0,439.6
39-5011,Barbers,39,Personal Care & Service,55,15,2,42,7.8,5,AI,14030.0,702.0,116242.0,115541.0,823.5
39-5012,"Hairdressers, Hairstylists & Cosmetologists",39,Personal Care & Service,55,15,2,42,7.8,5,AI,290060.0,14503.0,116202.0,101699.0,35.1
39-5013,Shampooers,39,Personal Care & Service,55,15,13,32,13.9,9,Both,0.0,0.0,106661.0,106661.0,
39-5091,Manicurists & Pedicurists,39,Personal Care & Service,55,15,5,32,9.5,6,AI,930.0,56.0,113810.0,113754.0,12231.6
39-5092,Skin Care Specialists,39,Personal Care & Service,55,15,13,32,13.9,9,Both,143130.0,12882.0,106627.0,93746.0,65.5
39-5093,Makeup Artists (Theatrical & Performance),39,Personal Care & Service,55,15,13,32,13.9,9,Both,8220.0,740.0,106659.0,105919.0,1288.6
39-5094,Cosmetologists (Nec),39,Personal Care & Service,55,15,13,42,13.9,8,Both,68260.0,5461.0,109004.0,103543.0,151.7
39-6011,Baggage Porters & Bellhops,39,Personal Care & Service,55,15,13,32,13.9,9,Both,30610.0,2755.0,106654.0,103899.0,339.4
39-6012,Concierges,39,Personal Care & Service,55,15,13,32,13.9,9,Both,43440.0,3910.0,106651.0,102741.0,236.5
39-7011,Tour Guides & Escorts,39,Personal Care & Service,55,15,13,32,13.9,9,Both,0.0,0.0,106661.0,106661.0,
39-7012,Travel Guides,39,Personal Care & Service,55,15,13,32,13.9,9,Both,0.0,0.0,106661.0,106661.0,
39-9011,Childcare Workers,39,Personal Care & Service,55,9,2,70,5.2,2,AI,510610.0,10212.0,119251.0,109039.0,21.4
39-9021,Exercise Trainers & Group Fitness Instructors,39,Personal Care & Service,55,15,13,32,13.9,9,Both,0.0,0.0,106661.0,106661.0,
39-9031,Recreation Workers,39,Personal Care & Service,55,15,13,32,13.9,9,Both,292790.0,26351.0,106592.0,80241.0,27.4
39-9032,Residential Advisors,39,Personal Care & Service,55,15,13,32,13.9,9,Both,305890.0,27530.0,106589.0,79059.0,25.8
39-9041,Personal Care & Service Workers NEC,39,Personal Care & Service,55,15,13,32,13.9,9,Both,81950.0,7376.0,106642.0,99266.0,121.1
41-1011,First-Line Supervisors of Retail Sales Workers,41,Sales,18,52,13,15,45.0,38,AI,1102090.0,418794.0,63697.0,-355097.0,-32.2
41-1012,First-Line Supervisors of Non-Retail Sales Workers,41,Sales,18,52,13,15,45.0,38,AI,212180.0,80628.0,64145.0,-16484.0,-7.8
41-2011,Cashiers,41,Sales,18,52,33,15,48.6,41,AI,3125870.0,1281607.0,56649.0,-1224958.0,-39.2
41-2021,Counter & Rental Clerks,41,Sales,18,52,13,15,45.0,38,AI,385690.0,146562.0,64058.0,-82505.0,-21.4
41-2022,Parts Salespersons,41,Sales,18,52,13,15,45.0,38,AI,263570.0,100157.0,64119.0,-36038.0,-13.7
41-2031,Retail Salespersons,41,Sales,18,52,13,15,45.0,38,AI,3769800.0,1432524.0,62356.0,-1370168.0,-36.3
41-3011,Advertising Sales Agents,41,Sales,18,52,13,15,45.0,38,AI,89720.0,34094.0,64206.0,30113.0,33.6
41-3021,Insurance Sales Agents,41,Sales,18,52,13,22,45.0,35,AI,462480.0,161868.0,70384.0,-91484.0,-19.8
41-3031,"Securities, Commodities & Financial Services Agents",41,Sales,18,52,13,45,45.0,25,AI,461210.0,115302.0,93797.0,-21505.0,-4.7
41-3041,Travel Agents,41,Sales,18,60,13,15,51.5,44,AI,57060.0,25106.0,53296.0,28190.0,49.4
41-3091,Sales Representatives (Non-Technical),41,Sales,18,52,13,15,45.0,38,AI,1154250.0,438615.0,63671.0,-374944.0,-32.5
41-3099,Sales Representatives NEC,41,Sales,18,52,13,15,45.0,38,AI,0.0,0.0,64251.0,64251.0,
41-4011,"Sales Representatives (Wholesale/Mfg, Technical)",41,Sales,18,52,13,15,45.0,38,AI,291050.0,110599.0,64105.0,-46494.0,-16.0
41-4012,"Sales Representatives (Wholesale/Mfg, Non-Technical)",41,Sales,18,52,13,15,45.0,38,AI,1241140.0,471633.0,63627.0,-408006.0,-32.9
41-9011,Demonstrators & Product Promoters,41,Sales,18,52,13,15,45.0,38,AI,37940.0,14417.0,64232.0,49815.0,131.3
41-9012,Models,41,Sales,18,52,13,15,45.0,38,AI,1520.0,578.0,64251.0,63673.0,4189.0
41-9021,Real Estate Brokers,41,Sales,18,52,13,25,45.0,34,AI,34060.0,11580.0,72792.0,61212.0,179.7
41-9022,Real Estate Sales Agents,41,Sales,18,52,13,25,45.0,34,AI,181890.0,61843.0,72717.0,10874.0,6.0
41-9031,Sales Engineers,41,Sales,18,52,13,15,45.0,38,AI,52720.0,20034.0,64225.0,44191.0,83.8
41-9041,Telemarketers,41,Sales,18,66,13,15,56.5,48,AI,65260.0,31325.0,45933.0,14608.0,22.4
41-9091,Door-to-Door Sales Workers & Canvassers,41,Sales,18,52,13,15,45.0,38,AI,2820.0,1072.0,64250.0,63178.0,2240.4
41-9099,Sales Workers NEC,41,Sales,18,52,13,15,45.0,38,AI,91240.0,34671.0,64206.0,29534.0,32.4
43-1011,First-Line Supervisors of Office Workers,43,Office & Admin Support,7,72,4,5,67.2,64,AI,1487820.0,952205.0,19758.0,-932447.0,-62.7
43-2011,Switchboard Operators,43,Office & Admin Support,7,72,4,5,67.2,64,AI,35510.0,22726.0,20311.0,-2415.0,-6.8
43-2021,Telephone Operators,43,Office & Admin Support,7,72,4,5,67.2,64,AI,2730.0,1747.0,20324.0,18577.0,680.5
43-3011,Bill & Account Collectors,43,Office & Admin Support,7,72,4,5,67.2,64,AI,166120.0,106317.0,20262.0,-86055.0,-51.8
43-3021,Billing & Posting Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,415710.0,266054.0,20166.0,-245888.0,-59.1
43-3031,"Bookkeeping, Accounting & Auditing Clerks",43,Office & Admin Support,7,84,4,5,78.4,74,AI,1436730.0,1063180.0,9744.0,-1053437.0,-73.3
43-3041,Gaming Cage Workers,43,Office & Admin Support,7,72,4,5,67.2,64,AI,12690.0,8122.0,20320.0,12198.0,96.1
43-3051,Payroll & Timekeeping Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,154700.0,99008.0,20266.0,-78742.0,-50.9
43-3061,Procurement Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,59480.0,38067.0,20302.0,-17765.0,-29.9
43-3071,Tellers,43,Office & Admin Support,7,72,4,5,67.2,64,AI,337040.0,215706.0,20196.0,-195509.0,-58.0
43-4011,Brokerage Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,39320.0,25165.0,20310.0,-4855.0,-12.3
43-4021,Correspondence Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,4260.0,2726.0,20323.0,17597.0,413.1
43-4031,"Court, Municipal & License Clerks",43,Office & Admin Support,7,72,4,5,67.2,64,AI,161510.0,103366.0,20263.0,-83103.0,-51.5
43-4041,"Credit Authorizers, Checkers & Clerks",43,Office & Admin Support,7,72,4,5,67.2,64,AI,10770.0,6893.0,20321.0,13428.0,124.7
43-4051,Customer Service Representatives,43,Office & Admin Support,7,72,4,5,67.2,64,AI,2701250.0,1728800.0,19296.0,-1709504.0,-63.3
43-4061,Eligibility Interviewers (Government),43,Office & Admin Support,7,72,4,5,67.2,64,AI,156620.0,100237.0,20265.0,-79972.0,-51.1
43-4071,File Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,77320.0,49485.0,20295.0,-29189.0,-37.8
43-4081,"Hotel, Motel & Resort Desk Clerks",43,Office & Admin Support,7,72,4,5,67.2,64,AI,258120.0,165197.0,20227.0,-144970.0,-56.2
43-4111,Interviewers (Except Eligibility & Loan),43,Office & Admin Support,7,72,4,5,67.2,64,AI,153690.0,98362.0,20266.0,-78095.0,-50.8
43-4121,Library Assistants & Bookmobile Drivers,43,Office & Admin Support,12,72,4,5,63.8,61,AI,79510.0,48501.0,24629.0,-23872.0,-30.0
43-4131,Loan Interviewers & Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,170500.0,109120.0,20260.0,-88860.0,-52.1
43-4141,New Accounts Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,37360.0,23910.0,20311.0,-3600.0,-9.6
43-4151,Order Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,81460.0,52134.0,20294.0,-31841.0,-39.1
43-4161,Human Resources Assistants,43,Office & Admin Support,12,72,4,5,63.8,61,AI,92050.0,56150.0,24624.0,-31526.0,-34.2
43-4171,Receptionists & Information Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,956250.0,612000.0,19961.0,-592039.0,-61.9
43-4181,Reservation & Transportation Ticket Agents,43,Office & Admin Support,7,62,4,5,57.9,55,AI,124720.0,68596.0,32419.0,-36177.0,-29.0
43-4199,Information & Record Clerks NEC,43,Office & Admin Support,7,72,4,5,67.2,64,AI,133040.0,85146.0,20274.0,-64871.0,-48.8
43-5011,Cargo & Freight Agents,43,Office & Admin Support,7,72,4,5,67.2,64,AI,94320.0,60365.0,20289.0,-40076.0,-42.5
43-5021,Couriers & Messengers,43,Office & Admin Support,7,72,4,5,67.2,64,AI,73510.0,47046.0,20297.0,-26750.0,-36.4
43-5031,"Police, Fire & Ambulance Dispatchers",43,Office & Admin Support,7,78,4,62,72.8,28,AI,99820.0,27950.0,79530.0,51580.0,51.7
43-5032,"Dispatchers (Except Police, Fire & Ambulance)",43,Office & Admin Support,7,78,4,62,72.8,28,AI,194910.0,54575.0,79462.0,24887.0,12.8
43-5041,Meter Readers (Utilities),43,Office & Admin Support,7,72,4,5,67.2,64,AI,19400.0,12416.0,20317.0,7901.0,40.7
43-5051,Postal Service Clerks,43,Office & Admin Support,7,72,4,5,67.2,64,AI,77640.0,49690.0,20295.0,-29394.0,-37.9
43-5052,Mail Carriers (Postal Service),43,Office & Admin Support,7,72,4,5,67.2,64,AI,332190.0,212602.0,20198.0,-192403.0,-57.9
43-5053,"Mail Sorters, Processors & Processing Machine Operators",43,Office & Admin Support,7,72,31,5,69.1,66,AI,110760.0,73102.0,18090.0,-55011.0,-49.7
43-5061,"Production, Planning & Expediting Clerks",43,Office & Admin Support,7,72,4,5,67.2,64,AI,379210.0,242694.0,20180.0,-222514.0,-58.7
43-5071,"Shipping, Receiving & Inventory Clerks",43,Office & Admin Support,7,72,4,5,67.2,64,AI,847970.0,542701.0,20002.0,-522699.0,-61.6
43-5111,"Weighers, Measurers, Checkers & Samplers",43,Office & Admin Support,7,72,4,5,67.2,64,AI,49420.0,31629.0,20306.0,-11323.0,-22.9
43-6011,Executive Secretaries & Executive Administrative Assistants,43,Office & Admin Support,12,72,4,5,63.8,61,AI,470700.0,287127.0,24474.0,-262653.0,-55.8
43-6012,Legal Secretaries & Administrative Assistants,43,Office & Admin Support,12,72,4,5,63.8,61,AI,154360.0,94160.0,24600.0,-69560.0,-45.1
43-6013,Medical Secretaries & Administrative Assistants,43,Office & Admin Support,12,72,4,5,63.8,61,AI,825300.0,503433.0,24333.0,-479100.0,-58.1
43-6014,Secretaries & Administrative Assistants NEC,43,Office & Admin Support,12,72,4,5,63.8,61,AI,1727360.0,1053690.0,23974.0,-1029716.0,-59.6
43-7011,Communications Equipment Operators NEC,43,Office & Admin Support,7,72,4,5,67.2,64,AI,0.0,0.0,20325.0,20325.0,
43-8011,Data Entry Keyers,43,Office & Admin Support,7,90,4,5,84.0,80,AI,0.0,0.0,5833.0,5833.0,
43-9011,Computer Operators,43,Office & Admin Support,7,72,4,5,67.2,64,AI,0.0,0.0,20325.0,20325.0,
43-9021,Data Entry Keyers (NEC),43,Office & Admin Support,7,90,4,5,84.0,80,AI,135940.0,108752.0,5808.0,-102944.0,-75.7
43-9022,Word Processors & Typists,43,Office & Admin Support,7,72,4,5,67.2,64,AI,37620.0,24077.0,20311.0,-3766.0,-10.0
43-9031,Desktop Publishers,43,Office & Admin Support,7,72,4,5,67.2,64,AI,3590.0,2298.0,20324.0,18026.0,502.1
43-9041,Insurance Claims & Policy Processing Clerks,43,Office & Admin Support,7,72,4,22,67.2,52,AI,229610.0,119397.0,36007.0,-83391.0,-36.3
43-9051,Mail Clerks & Mail Machine Operators (Except Postal),43,Office & Admin Support,7,72,16,5,68.1,65,AI,62120.0,40378.0,19189.0,-21189.0,-34.1
43-9061,Office Clerks (General),43,Office & Admin Support,7,72,4,5,67.2,64,AI,2504870.0,1603117.0,19370.0,-1583746.0,-63.2
43-9071,Office Machine Operators (Except Computer),43,Office & Admin Support,7,72,16,5,68.1,65,AI,23380.0,15197.0,19203.0,4006.0,17.1
43-9081,Proofreaders & Copy Markers,43,Office & Admin Support,7,86,4,5,80.3,76,AI,4420.0,3359.0,8552.0,5192.0,117.5
43-9111,Statistical Assistants,43,Office & Admin Support,12,72,4,5,63.8,61,AI,5820.0,3550.0,24659.0,21108.0,362.7
43-9199,Office & Administrative Support Workers NEC,43,Office & Admin Support,7,72,4,5,67.2,64,AI,178360.0,114150.0,20257.0,-93893.0,-52.6
45-1011,First-Line Supervisors of Farming Workers,45,Farming/Fishing/Forestry,88,5,43,5,38.4,37,Robotic,28830.0,10667.0,38911.0,28244.0,98.0
45-2011,Agricultural Inspectors,45,Farming/Fishing/Forestry,88,5,43,5,38.4,37,Robotic,12160.0,4499.0,38921.0,34421.0,283.1
45-2021,Animal Breeders,45,Farming/Fishing/Forestry,88,5,33,5,29.6,28,Robotic,520.0,146.0,50844.0,50698.0,9749.7
45-2041,Graders & Sorters (Agricultural),45,Farming/Fishing/Forestry,88,5,58,5,51.6,49,Robotic,25260.0,12377.0,25498.0,13120.0,51.9
45-2091,Agricultural Equipment Operators,45,Farming/Fishing/Forestry,88,5,43,5,38.4,37,Robotic,30750.0,11378.0,38910.0,27532.0,89.5
45-2092,Farmworkers & Laborers (Crop),45,Farming/Fishing/Forestry,95,5,45,5,43.0,41,Robotic,260510.0,106809.0,31902.0,-74907.0,-28.8
45-2093,"Farmworkers, Farm & Ranch Animals",45,Farming/Fishing/Forestry,88,5,33,5,29.6,28,Robotic,34000.0,9520.0,50825.0,41305.0,121.5
45-2099,Agricultural Workers NEC,45,Farming/Fishing/Forestry,88,5,43,5,38.4,37,Robotic,4390.0,1624.0,38925.0,37301.0,849.7
45-3011,Fishing & Hunting Workers,45,Farming/Fishing/Forestry,88,5,43,5,38.4,37,Robotic,0.0,0.0,38928.0,38928.0,
45-4011,Forest & Conservation Workers,45,Farming/Fishing/Forestry,88,5,33,5,29.6,28,Robotic,4670.0,1308.0,50842.0,49534.0,1060.7
45-4021,Fallers (Logging),45,Farming/Fishing/Forestry,88,5,33,5,29.6,28,Robotic,2950.0,826.0,50843.0,50017.0,1695.5
45-4022,Logging Equipment Operators,45,Farming/Fishing/Forestry,88,5,33,5,29.6,28,Robotic,21650.0,6062.0,50832.0,44770.0,206.8
45-4023,Log Graders & Scalers,45,Farming/Fishing/Forestry,88,5,48,5,42.8,41,Robotic,3080.0,1263.0,34140.0,32877.0,1067.4
45-4029,Logging Workers NEC,45,Farming/Fishing/Forestry,88,5,33,5,29.6,28,Robotic,1790.0,501.0,50843.0,50342.0,2812.4
47-1011,First-Line Supervisors of Construction Workers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,791020.0,158204.0,65192.0,-93012.0,-11.8
47-2011,Boilermakers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,9440.0,1888.0,65569.0,63681.0,674.6
47-2021,Brickmasons & Blockmasons,47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,52670.0,7900.0,74005.0,66105.0,125.5
47-2022,Stonemasons,47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,8010.0,1202.0,74023.0,72822.0,909.1
47-2031,Carpenters,47,Construction & Extraction,91,5,15,8,14.1,13,Robotic,688310.0,89480.0,72008.0,-17472.0,-2.5
47-2041,Carpet Installers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,14070.0,2814.0,65567.0,62753.0,446.0
47-2042,"Floor Layers (Except Carpet, Wood & Hard Tiles)",47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,24240.0,4848.0,65562.0,60714.0,250.5
47-2043,Floor Sanders & Finishers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,1480.0,296.0,65573.0,65277.0,4410.6
47-2044,Tile & Stone Setters,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,37580.0,7516.0,65556.0,58040.0,154.4
47-2051,Cement Masons & Concrete Finishers,47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,201610.0,30242.0,73944.0,43703.0,21.7
47-2052,Terrazzo Workers & Finishers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,0.0,0.0,65574.0,65574.0,
47-2053,"Paving, Surfacing & Tamping Equipment Operators",47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,490.0,98.0,65574.0,65476.0,13362.4
47-2061,Construction Laborers,47,Construction & Extraction,95,5,29,8,27.8,26,Robotic,1048970.0,272732.0,49822.0,-222911.0,-21.3
47-2071,Paving Equipment Operators,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,44410.0,8882.0,65552.0,56670.0,127.6
47-2072,Pile Driver Operators,47,Construction & Extraction,93,5,28,8,26.4,24,Robotic,2480.0,595.0,54174.0,53579.0,2160.4
47-2073,Operating Engineers & Other Construction Equipment Operators,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,460250.0,92050.0,65352.0,-26698.0,-5.8
47-2081,Drywall & Ceiling Tile Installers,47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,80990.0,12148.0,73994.0,61845.0,76.4
47-2082,Tapers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,10910.0,2182.0,65569.0,63387.0,581.0
47-2111,Electricians,47,Construction & Extraction,83,5,7,18,6.7,5,Robotic,728140.0,36407.0,92345.0,55938.0,7.7
47-2121,Glaziers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,52680.0,10536.0,65548.0,55012.0,104.4
47-2130,"Insulation Workers (Floor, Ceiling & Wall)",47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,0.0,0.0,65574.0,65574.0,
47-2131,Insulation Workers (Mechanical),47,Construction & Extraction,91,5,28,8,25.9,24,Robotic,36620.0,8789.0,55138.0,46349.0,126.6
47-2141,Painters (Construction & Maintenance),47,Construction & Extraction,83,5,35,8,29.9,28,Robotic,221580.0,62042.0,52994.0,-9049.0,-4.1
47-2142,Paperhangers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,700.0,140.0,65574.0,65434.0,9347.6
47-2151,Pipelayers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,32570.0,6514.0,65558.0,59044.0,181.3
47-2152,"Plumbers, Pipefitters & Steamfitters",47,Construction & Extraction,91,5,10,18,9.6,8,Robotic,447470.0,35798.0,80706.0,44908.0,10.0
47-2161,Plasterers & Stucco Masons,47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,19510.0,2926.0,74019.0,71092.0,364.4
47-2171,Reinforcing Iron & Rebar Workers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,12320.0,2464.0,65568.0,63104.0,512.2
47-2181,Roofers,47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,133480.0,20022.0,73972.0,53950.0,40.4
47-2211,Sheet Metal Workers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,115120.0,23024.0,65518.0,42494.0,36.9
47-2221,Structural Iron & Steel Workers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,64180.0,12836.0,65543.0,52707.0,82.1
47-2231,Solar Photovoltaic Installers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,26500.0,5300.0,65561.0,60261.0,227.4
47-2241,Glaziers (Nec),47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,0.0,0.0,65574.0,65574.0,
47-3011,"Helpers (Brickmasons, Blockmasons, Stonemasons)",47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,14560.0,2184.0,74021.0,71837.0,493.4
47-3012,Helpers (Carpenters),47,Construction & Extraction,91,5,15,8,14.1,13,Robotic,21110.0,2744.0,72273.0,69528.0,329.4
47-3013,Helpers (Electricians),47,Construction & Extraction,83,5,7,18,6.7,5,Robotic,65810.0,3290.0,92458.0,89168.0,135.5
47-3014,"Helpers (Painters, Paperhangers, Plasterers)",47,Construction & Extraction,83,5,35,8,29.9,28,Robotic,6050.0,1694.0,53112.0,51418.0,849.9
47-3015,"Helpers (Pipelayers, Plumbers, Pipefitters)",47,Construction & Extraction,91,5,10,18,9.6,8,Robotic,42420.0,3394.0,80816.0,77423.0,182.5
47-3016,Helpers (Roofers),47,Construction & Extraction,83,5,18,8,15.8,15,Robotic,4100.0,615.0,74025.0,73410.0,1790.5
47-3019,Helpers (Construction Trades) NEC,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,25140.0,5028.0,65562.0,60534.0,240.8
47-4011,Construction & Building Inspectors,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,134180.0,26836.0,65509.0,38673.0,28.8
47-4021,Elevator & Escalator Installers & Repairers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,20840.0,4168.0,65564.0,61396.0,294.6
47-4031,Fence Erectors,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,19120.0,3824.0,65565.0,61741.0,322.9
47-4041,Hazardous Materials Removal Workers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,48030.0,9606.0,65551.0,55945.0,116.5
47-4051,Highway Maintenance Workers,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,152840.0,30568.0,65500.0,34932.0,22.9
47-4061,Rail-Track Laying & Maintenance Equipment Operators,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,14340.0,2868.0,65567.0,62699.0,437.2
47-4071,Septic Tank Servicers & Sewer Pipe Cleaners,47,Construction & Extraction,83,5,37,8,31.6,29,Robotic,28280.0,8201.0,51634.0,43433.0,153.6
47-4099,Construction & Related Workers NEC,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,0.0,0.0,65574.0,65574.0,
47-5011,Derrick Operators (Oil & Gas),47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,10310.0,2062.0,65569.0,63507.0,616.0
47-5012,Rotary Drill Operators (Oil & Gas),47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,12470.0,2494.0,65568.0,63074.0,505.8
47-5013,Service Unit Operators (Oil & Gas),47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,41180.0,8236.0,65554.0,57318.0,139.2
47-5021,Earth Drillers (Except Oil & Gas),47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,0.0,0.0,65574.0,65574.0,
47-5031,"Explosives Workers, Ordnance Handling",47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,0.0,0.0,65574.0,65574.0,
47-5041,Continuous Mining Machine Operators,47,Construction & Extraction,83,5,50,8,42.4,39,Robotic,12610.0,4918.0,38118.0,33200.0,263.3
47-5042,Mine Cutting & Channeling Machine Operators,47,Construction & Extraction,83,5,37,8,31.6,29,Robotic,0.0,0.0,51650.0,51650.0,
47-5043,Shuttle Car Operators,47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,1450.0,290.0,65573.0,65283.0,4502.3
47-5049,Mining Machine Operators NEC,47,Construction & Extraction,83,5,50,8,42.4,39,Robotic,1910.0,745.0,38124.0,37379.0,1957.0
47-5051,Rock Splitters (Quarry),47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,2250.0,450.0,65573.0,65123.0,2894.3
47-5061,Roof Bolters (Mining),47,Construction & Extraction,83,5,38,8,32.4,30,Robotic,0.0,0.0,50205.0,50205.0,
47-5071,Roustabouts (Oil & Gas),47,Construction & Extraction,83,5,25,8,21.6,20,Robotic,43280.0,8656.0,65553.0,56897.0,131.5
47-5081,Helpers (Extraction Workers),47,Construction & Extraction,83,5,38,8,32.4,30,Robotic,5890.0,1767.0,50202.0,48435.0,822.3
47-5099,Extraction Workers NEC,47,Construction & Extraction,83,5,38,8,32.4,30,Robotic,5110.0,1533.0,50202.0,48669.0,952.4
49-1011,First-Line Supervisors of Mechanics,49,Install/Maint/Repair,78,19,62,10,52.5,47,Robotic,591250.0,277888.0,30519.0,-247368.0,-41.8
49-2011,"Computer, Automated Teller & Office Machine Repairers",49,Install/Maint/Repair,70,22,59,10,47.9,43,Robotic,72020.0,30969.0,38667.0,7698.0,10.7
